Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
"well, how tall is she?",she's about five feet even.,"well , how tall is she ?",<sos> she ' s about five feet even . <eos>,she ' s about five feet even . <eos>,24,42
she's about five feet even.,"what does she look like, though?",she ' s about five feet even .,"<sos> what does she look like , though ? <eos>","what does she look like , though ? <eos>",30,46
"what does she look like, though?",she has pretty light brown eyes.,"what does she look like , though ?",<sos> she has pretty light brown eyes . <eos>,she has pretty light brown eyes . <eos>,34,45
she has pretty light brown eyes.,i may know which girl you're talking about.,she has pretty light brown eyes .,<sos> i may know which girl you ' re talking about . <eos>,i may know which girl you ' re talking about . <eos>,33,58
i may know which girl you're talking about.,so you have seen her around?,i may know which girl you ' re talking about .,<sos> so you have seen her around ? <eos>,so you have seen her around ? <eos>,46,41
so you have seen her around?,"yes, i have.",so you have seen her around ?,"<sos> yes , i have . <eos>","yes , i have . <eos>",29,26
"there's a new girl in school, have you seen her yet?",i haven't seen her yet.,"there ' s a new girl in school , have you seen her yet ?",<sos> i haven ' t seen her yet . <eos>,i haven ' t seen her yet . <eos>,56,38
i haven't seen her yet.,i think that she is very pretty.,i haven ' t seen her yet .,<sos> i think that she is very pretty . <eos>,i think that she is very pretty . <eos>,26,45
i think that she is very pretty.,tell me how she looks.,i think that she is very pretty .,<sos> tell me how she looks . <eos>,tell me how she looks . <eos>,33,35
tell me how she looks.,she's kind of short.,tell me how she looks .,<sos> she ' s kind of short . <eos>,she ' s kind of short . <eos>,23,35
she's kind of short.,what height is she?,she ' s kind of short .,<sos> what height is she ? <eos>,what height is she ? <eos>,23,32
what height is she?,she's probably about five feet.,what height is she ?,<sos> she ' s probably about five feet . <eos>,she ' s probably about five feet . <eos>,20,46
she's probably about five feet.,"that's nice, but tell me what she looks like.",she ' s probably about five feet .,"<sos> that ' s nice , but tell me what she looks like . <eos>","that ' s nice , but tell me what she looks like . <eos>",34,61
"that's nice, but tell me what she looks like.",the first thing i noticed was her beautiful brown eyes.,"that ' s nice , but tell me what she looks like .",<sos> the first thing i noticed was her beautiful brown eyes . <eos>,the first thing i noticed was her beautiful brown eyes . <eos>,49,68
the first thing i noticed was her beautiful brown eyes.,i think i might've bumped into her before.,the first thing i noticed was her beautiful brown eyes .,<sos> i think i might ' ve bumped into her before . <eos>,i think i might ' ve bumped into her before . <eos>,56,57
i think i might've bumped into her before.,are you telling me that you've seen her before?,i think i might ' ve bumped into her before .,<sos> are you telling me that you ' ve seen her before ? <eos>,are you telling me that you ' ve seen her before ? <eos>,45,62
are you telling me that you've seen her before?,i believe so.,are you telling me that you ' ve seen her before ?,<sos> i believe so . <eos>,i believe so . <eos>,50,26
have you met the new girl?,no. have you?,have you met the new girl ?,<sos> no . have you ? <eos>,no . have you ? <eos>,27,27
no. have you?,she's one of the prettiest girls at the school.,no . have you ?,<sos> she ' s one of the prettiest girls at the school . <eos>,she ' s one of the prettiest girls at the school . <eos>,15,62
she's one of the prettiest girls at the school.,what does she look like?,she ' s one of the prettiest girls at the school .,<sos> what does she look like ? <eos>,what does she look like ? <eos>,50,37
what does she look like?,"well, she's quite short.",what does she look like ?,"<sos> well , she ' s quite short . <eos>","well , she ' s quite short . <eos>",25,40
"well, she's quite short.",how tall would you say that she is?,"well , she ' s quite short .",<sos> how tall would you say that she is ? <eos>,how tall would you say that she is ? <eos>,28,48
how tall would you say that she is?,i would say she's only five feet.,how tall would you say that she is ?,<sos> i would say she ' s only five feet . <eos>,i would say she ' s only five feet . <eos>,36,48
i would say she's only five feet.,what about her facial features?,i would say she ' s only five feet .,<sos> what about her facial features ? <eos>,what about her facial features ? <eos>,36,44
what about her facial features?,"she has light brown eyes, absolutely beautiful.",what about her facial features ?,"<sos> she has light brown eyes , absolutely beautiful . <eos>","she has light brown eyes , absolutely beautiful . <eos>",32,61
"she has light brown eyes, absolutely beautiful.",i think i know who you're talking about.,"she has light brown eyes , absolutely beautiful .",<sos> i think i know who you ' re talking about . <eos>,i think i know who you ' re talking about . <eos>,49,55
i think i know who you're talking about.,have you seen her?,i think i know who you ' re talking about .,<sos> have you seen her ? <eos>,have you seen her ? <eos>,43,31
why weren't you at school yesterday?,i wasn't really feeling well.,why weren ' t you at school yesterday ?,<sos> i wasn ' t really feeling well . <eos>,i wasn ' t really feeling well . <eos>,39,44
i wasn't really feeling well.,what was wrong with you?,i wasn ' t really feeling well .,<sos> what was wrong with you ? <eos>,what was wrong with you ? <eos>,32,37
what was wrong with you?,my stomach was upset.,what was wrong with you ?,<sos> my stomach was upset . <eos>,my stomach was upset . <eos>,25,34
my stomach was upset.,do you feel better now?,my stomach was upset .,<sos> do you feel better now ? <eos>,do you feel better now ? <eos>,22,36
do you feel better now?,i don't really feel too well yet.,do you feel better now ?,<sos> i don ' t really feel too well yet . <eos>,i don ' t really feel too well yet . <eos>,24,48
i don't really feel too well yet.,do you want anything to make you feel better?,i don ' t really feel too well yet .,<sos> do you want anything to make you feel better ? <eos>,do you want anything to make you feel better ? <eos>,36,58
do you want anything to make you feel better?,"no, thanks. i already took some medicine.",do you want anything to make you feel better ?,"<sos> no , thanks . i already took some medicine . <eos>","no , thanks . i already took some medicine . <eos>",46,56
"no, thanks. i already took some medicine.",i hope you feel better.,"no , thanks . i already took some medicine .",<sos> i hope you feel better . <eos>,i hope you feel better . <eos>,44,36
i hope you feel better.,thank you.,i hope you feel better .,<sos> thank you . <eos>,thank you . <eos>,24,23
what reason do you have for missing school?,i was sick.,what reason do you have for missing school ?,<sos> i was sick . <eos>,i was sick . <eos>,44,24
i was sick.,how were you sick?,i was sick .,<sos> how were you sick ? <eos>,how were you sick ? <eos>,12,31
how were you sick?,i had a stomachache.,how were you sick ?,<sos> i had a stomachache . <eos>,i had a stomachache . <eos>,19,33
i had a stomachache.,did it get any better?,i had a stomachache .,<sos> did it get any better ? <eos>,did it get any better ? <eos>,21,35
did it get any better?,i'm still feeling under the weather.,did it get any better ?,<sos> i ' m still feeling under the weather . <eos>,i ' m still feeling under the weather . <eos>,23,51
i'm still feeling under the weather.,would you like anything for your stomach?,i ' m still feeling under the weather .,<sos> would you like anything for your stomach ? <eos>,would you like anything for your stomach ? <eos>,39,54
would you like anything for your stomach?,i took something earlier.,would you like anything for your stomach ?,<sos> i took something earlier . <eos>,i took something earlier . <eos>,42,38
i took something earlier.,get better.,i took something earlier .,<sos> get better . <eos>,get better . <eos>,26,24
get better.,thanks a lot.,get better .,<sos> thanks a lot . <eos>,thanks a lot . <eos>,12,26
why didn't you go to school yesterday?,i stayed home because i wasn't feeling well.,why didn ' t you go to school yesterday ?,<sos> i stayed home because i wasn ' t feeling well . <eos>,i stayed home because i wasn ' t feeling well . <eos>,41,59
i stayed home because i wasn't feeling well.,what was your problem?,i stayed home because i wasn ' t feeling well .,<sos> what was your problem ? <eos>,what was your problem ? <eos>,47,35
what was your problem?,my stomach was bothering me.,what was your problem ?,<sos> my stomach was bothering me . <eos>,my stomach was bothering me . <eos>,23,41
my stomach was bothering me.,are you feeling any better?,my stomach was bothering me .,<sos> are you feeling any better ? <eos>,are you feeling any better ? <eos>,29,40
are you feeling any better?,i'm still feeling a little sick.,are you feeling any better ?,<sos> i ' m still feeling a little sick . <eos>,i ' m still feeling a little sick . <eos>,28,47
