Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
i don't really feel too well yet.,do you want anything to make you feel better?,i don ' t really feel too well yet .,do you want anything to make you feel better ?,do you want anything to make you feel better ?,36,46
do you want anything to make you feel better?,"no, thanks. i already took some medicine.",do you want anything to make you feel better ?,"no , thanks . i already took some medicine .","no , thanks . i already took some medicine .",46,44
"no, thanks. i already took some medicine.",i hope you feel better.,"no , thanks . i already took some medicine .",i hope you feel better .,i hope you feel better .,44,24
i hope you feel better.,thank you.,i hope you feel better .,thank you .,thank you .,24,11
what reason do you have for missing school?,i was sick.,what reason do you have for missing school ?,i was sick .,i was sick .,44,12
i was sick.,how were you sick?,i was sick .,how were you sick ?,how were you sick ?,12,19
how were you sick?,i had a stomachache.,how were you sick ?,i had a stomachache .,i had a stomachache .,19,21
i had a stomachache.,did it get any better?,i had a stomachache .,did it get any better ?,did it get any better ?,21,23
did it get any better?,i'm still feeling under the weather.,did it get any better ?,i ' m still feeling under the weather .,i ' m still feeling under the weather .,23,39
i'm still feeling under the weather.,would you like anything for your stomach?,i ' m still feeling under the weather .,would you like anything for your stomach ?,would you like anything for your stomach ?,39,42
would you like anything for your stomach?,i took something earlier.,would you like anything for your stomach ?,i took something earlier .,i took something earlier .,42,26
i took something earlier.,get better.,i took something earlier .,get better .,get better .,26,12
get better.,thanks a lot.,get better .,thanks a lot .,thanks a lot .,12,14
why didn't you go to school yesterday?,i stayed home because i wasn't feeling well.,why didn ' t you go to school yesterday ?,i stayed home because i wasn ' t feeling well .,i stayed home because i wasn ' t feeling well .,41,47
i stayed home because i wasn't feeling well.,what was your problem?,i stayed home because i wasn ' t feeling well .,what was your problem ?,what was your problem ?,47,23
what was your problem?,my stomach was bothering me.,what was your problem ?,my stomach was bothering me .,my stomach was bothering me .,23,29
my stomach was bothering me.,are you feeling any better?,my stomach was bothering me .,are you feeling any better ?,are you feeling any better ?,29,28
are you feeling any better?,i'm still feeling a little sick.,are you feeling any better ?,i ' m still feeling a little sick .,i ' m still feeling a little sick .,28,35
i'm still feeling a little sick.,"i'm going to the store, would you like any pepto bismol?",i ' m still feeling a little sick .,"i ' m going to the store , would you like any pepto bismol ?","i ' m going to the store , would you like any pepto bismol ?",35,60
"i'm going to the store, would you like any pepto bismol?",that's okay.,"i ' m going to the store , would you like any pepto bismol ?",that ' s okay .,that ' s okay .,60,15
that's okay.,i hope you feel better.,that ' s okay .,i hope you feel better .,i hope you feel better .,15,24
did you hear the good news?,"no, i haven't.",did you hear the good news ?,"no , i haven ' t .","no , i haven ' t .",28,18
"no, i haven't.",i got a promotion at my job.,"no , i haven ' t .",i got a promotion at my job .,i got a promotion at my job .,18,29
i got a promotion at my job.,did you really?,i got a promotion at my job .,did you really ?,did you really ?,29,16
did you really?,"seriously, i am so excited.",did you really ?,"seriously , i am so excited .","seriously , i am so excited .",16,29
"seriously, i am so excited.","well, congratulations.","seriously , i am so excited .","well , congratulations .","well , congratulations .",29,24
"well, congratulations.",thank you.,"well , congratulations .",thank you .,thank you .,24,11
thank you.,i'm so happy for you.,thank you .,i ' m so happy for you .,i ' m so happy for you .,11,24
i'm so happy for you.,really?,i ' m so happy for you .,really ?,really ?,24,8
really?,yes. you really deserved this.,really ?,yes . you really deserved this .,yes . you really deserved this .,8,32
yes. you really deserved this.,you think so?,yes . you really deserved this .,you think so ?,you think so ?,32,14
you think so?,yes. good for you.,you think so ?,yes . good for you .,yes . good for you .,14,20
have you heard my good news?,you haven't told me anything yet.,have you heard my good news ?,you haven ' t told me anything yet .,you haven ' t told me anything yet .,29,36
you haven't told me anything yet.,i got a promotion at work earlier this week.,you haven ' t told me anything yet .,i got a promotion at work earlier this week .,i got a promotion at work earlier this week .,36,45
i got a promotion at work earlier this week.,is that right?,i got a promotion at work earlier this week .,is that right ?,is that right ?,45,15
is that right?,it's the truth. i am really happy.,is that right ?,it ' s the truth . i am really happy .,it ' s the truth . i am really happy .,15,38
it's the truth. i am really happy.,congratulations on your promotion.,it ' s the truth . i am really happy .,congratulations on your promotion .,congratulations on your promotion .,38,35
congratulations on your promotion.,thank you very much.,congratulations on your promotion .,thank you very much .,thank you very much .,35,21
thank you very much.,i am really excited for you.,thank you very much .,i am really excited for you .,i am really excited for you .,21,29
i am really excited for you.,are you really?,i am really excited for you .,are you really ?,are you really ?,29,16
are you really?,i'm serious. you deserved this promotion.,are you really ?,i ' m serious . you deserved this promotion .,i ' m serious . you deserved this promotion .,16,45
i'm serious. you deserved this promotion.,is that what you really think?,i ' m serious . you deserved this promotion .,is that what you really think ?,is that what you really think ?,45,31
is that what you really think?,"yes, i do.",is that what you really think ?,"yes , i do .","yes , i do .",31,12
"i haven't told you what happened yet, have i?",i haven't heard anything.,"i haven ' t told you what happened yet , have i ?",i haven ' t heard anything .,i haven ' t heard anything .,49,28
i haven't heard anything.,"my boss offered me a promotion, and i took it.",i haven ' t heard anything .,"my boss offered me a promotion , and i took it .","my boss offered me a promotion , and i took it .",28,48
