Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
how tall would you say that she is?,i would say she's only five feet.,how tall would you say that she is,<sos> i would say she is only five feet <eos>,i would say she is only five feet <eos>,34,45
i would say she's only five feet.,what about her facial features?,i would say she is only five feet,<sos> what about her facial features <eos>,what about her facial features <eos>,33,42
what about her facial features?,"she has light brown eyes, absolutely beautiful.",what about her facial features,<sos> she has light brown eyes absolutely beautiful <eos>,she has light brown eyes absolutely beautiful <eos>,30,57
"she has light brown eyes, absolutely beautiful.",i think i know who you're talking about.,she has light brown eyes absolutely beautiful,<sos> i think i know who you are talking about <eos>,i think i know who you are talking about <eos>,45,52
i think i know who you're talking about.,have you seen her?,i think i know who you are talking about,<sos> have you seen her <eos>,have you seen her <eos>,40,29
why weren't you at school yesterday?,i wasn't really feeling well.,why were not you at school yesterday,<sos> i was not really feeling well <eos>,i was not really feeling well <eos>,36,41
i wasn't really feeling well.,what was wrong with you?,i was not really feeling well,<sos> what was wrong with you <eos>,what was wrong with you <eos>,29,35
what was wrong with you?,my stomach was upset.,what was wrong with you,<sos> my stomach was upset <eos>,my stomach was upset <eos>,23,32
my stomach was upset.,do you feel better now?,my stomach was upset,<sos> do you feel better now <eos>,do you feel better now <eos>,20,34
do you feel better now?,i don't really feel too well yet.,do you feel better now,<sos> i do not really feel too well yet <eos>,i do not really feel too well yet <eos>,22,45
i don't really feel too well yet.,do you want anything to make you feel better?,i do not really feel too well yet,<sos> do you want anything to make you feel better <eos>,do you want anything to make you feel better <eos>,33,56
do you want anything to make you feel better?,"no, thanks. i already took some medicine.",do you want anything to make you feel better,<sos> no thanks i already took some medicine <eos>,no thanks i already took some medicine <eos>,44,50
"no, thanks. i already took some medicine.",i hope you feel better.,no thanks i already took some medicine,<sos> i hope you feel better <eos>,i hope you feel better <eos>,38,34
i hope you feel better.,thank you.,i hope you feel better,<sos> thank you <eos>,thank you <eos>,22,21
what reason do you have for missing school?,i was sick.,what reason do you have for missing school,<sos> i was sick <eos>,i was sick <eos>,42,22
i was sick.,how were you sick?,i was sick,<sos> how were you sick <eos>,how were you sick <eos>,10,29
how were you sick?,i had a stomachache.,how were you sick,<sos> i had a stomachache <eos>,i had a stomachache <eos>,17,31
i had a stomachache.,did it get any better?,i had a stomachache,<sos> did it get any better <eos>,did it get any better <eos>,19,33
did it get any better?,i'm still feeling under the weather.,did it get any better,<sos> i am still feeling under the weather <eos>,i am still feeling under the weather <eos>,21,48
i'm still feeling under the weather.,would you like anything for your stomach?,i am still feeling under the weather,<sos> would you like anything for your stomach <eos>,would you like anything for your stomach <eos>,36,52
would you like anything for your stomach?,i took something earlier.,would you like anything for your stomach,<sos> i took something earlier <eos>,i took something earlier <eos>,40,36
i took something earlier.,get better.,i took something earlier,<sos> get better <eos>,get better <eos>,24,22
get better.,thanks a lot.,get better,<sos> thanks a lot <eos>,thanks a lot <eos>,10,24
why didn't you go to school yesterday?,i stayed home because i wasn't feeling well.,why did not you go to school yesterday,<sos> i stayed home because i was not feeling well <eos>,i stayed home because i was not feeling well <eos>,38,56
i stayed home because i wasn't feeling well.,what was your problem?,i stayed home because i was not feeling well,<sos> what was your problem <eos>,what was your problem <eos>,44,33
what was your problem?,my stomach was bothering me.,what was your problem,<sos> my stomach was bothering me <eos>,my stomach was bothering me <eos>,21,39
my stomach was bothering me.,are you feeling any better?,my stomach was bothering me,<sos> are you feeling any better <eos>,are you feeling any better <eos>,27,38
are you feeling any better?,i'm still feeling a little sick.,are you feeling any better,<sos> i am still feeling a little sick <eos>,i am still feeling a little sick <eos>,26,44
i'm still feeling a little sick.,"i'm going to the store, would you like any pepto bismol?",i am still feeling a little sick,<sos> i am going to the store would you like any pepto bismol <eos>,i am going to the store would you like any pepto bismol <eos>,32,67
"i'm going to the store, would you like any pepto bismol?",that's okay.,i am going to the store would you like any pepto bismol,<sos> that is okay <eos>,that is okay <eos>,55,24
that's okay.,i hope you feel better.,that is okay,<sos> i hope you feel better <eos>,i hope you feel better <eos>,12,34
did you hear the good news?,"no, i haven't.",did you hear the good news,<sos> no i have not <eos>,no i have not <eos>,26,25
"no, i haven't.",i got a promotion at my job.,no i have not,<sos> i got a promotion at my job <eos>,i got a promotion at my job <eos>,13,39
i got a promotion at my job.,did you really?,i got a promotion at my job,<sos> did you really <eos>,did you really <eos>,27,26
did you really?,"seriously, i am so excited.",did you really,<sos> seriously i am so excited <eos>,seriously i am so excited <eos>,14,37
"seriously, i am so excited.","well, congratulations.",seriously i am so excited,<sos> well congratulations <eos>,well congratulations <eos>,25,32
"well, congratulations.",thank you.,well congratulations,<sos> thank you <eos>,thank you <eos>,20,21
thank you.,i'm so happy for you.,thank you,<sos> i am so happy for you <eos>,i am so happy for you <eos>,9,33
i'm so happy for you.,really?,i am so happy for you,<sos> really <eos>,really <eos>,21,18
really?,yes. you really deserved this.,really,<sos> yes you really deserved this <eos>,yes you really deserved this <eos>,6,40
yes. you really deserved this.,you think so?,yes you really deserved this,<sos> you think so <eos>,you think so <eos>,28,24
you think so?,yes. good for you.,you think so,<sos> yes good for you <eos>,yes good for you <eos>,12,28
have you heard my good news?,you haven't told me anything yet.,have you heard my good news,<sos> you have not told me anything yet <eos>,you have not told me anything yet <eos>,27,45
you haven't told me anything yet.,i got a promotion at work earlier this week.,you have not told me anything yet,<sos> i got a promotion at work earlier this week <eos>,i got a promotion at work earlier this week <eos>,33,55
